License_ID,Item_Class,Item_Family,Software_Name,Manufacturer,License_Type,SKU,Term_Months,Subscription_Start_Date,Subscription_End_Date,Auto_Renewal_Status,License_Status,Quantity_Purchased,Unit_Cost,Total_Cost,Department_Owner,District_ID,District_Name,BOCES_Region
60000128,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2023-10-29,2026-10-13,Yes,Active,186,16.7,3106.2,School IT,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
60000129,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2023-10-26,2024-10-20,Yes,Expired,1162,24.25,28178.5,IT / Security,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
60000130,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2025-11-15,2028-10-30,Yes,Active,1,6299.39,6299.39,District IT,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
60000131,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2025-11-11,2026-11-06,Yes,Active,202,23.18,4682.36,District IT,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
60000132,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2022-10-30,2023-10-25,Yes,Expired,1,6683.98,6683.98,District IT,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
60000133,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2021-03-09,2022-03-04,No,Expired,2110,20.16,42537.6,IT / Security,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
60000134,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2024-04-27,2027-04-12,Yes,Active,204,23.18,4728.72,School IT,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
60000135,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2025-06-13,2026-06-08,Yes,Active,1267,12.85,16280.95,IT / Security,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
60000136,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2022-05-28,2025-05-12,No,Expired,1,2061.74,2061.74,District IT,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
60000137,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2023-01-09,2024-01-04,Yes,Expired,196,18.0,3528.0,District IT,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
60000138,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2022-07-28,2023-07-23,Yes,Expired,1,2119.0,2119.0,District IT,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
60000139,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2025-10-24,2026-10-19,No,Active,2365,23.92,56570.8,IT / Security,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
60000140,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2024-06-06,2027-05-22,Yes,Active,207,7.4,1531.8,School IT,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
60000141,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2023-04-07,2024-04-01,Yes,Expired,1288,15.54,20015.52,IT / Security,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
60000142,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2021-02-22,2024-02-07,Yes,Expired,1,4857.69,4857.69,District IT,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
60000143,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2021-12-28,2022-12-23,Yes,Expired,231,18.22,4208.82,District IT,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
60000144,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2023-04-18,2024-04-12,Yes,Expired,1,3646.24,3646.24,District IT,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
60000145,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2024-01-18,2025-01-12,No,Expired,2555,15.97,40803.35,IT / Security,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
60000146,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2025-02-14,2028-01-30,Yes,Active,200,10.04,2008.0,School IT,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
60000147,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2022-08-13,2023-08-08,Yes,Expired,1246,10.91,13593.86,IT / Security,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
60000148,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2023-07-18,2026-07-02,Yes,Active,1,3874.06,3874.06,District IT,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
60000149,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2021-08-19,2022-08-14,Yes,Expired,270,20.9,5643.0,District IT,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
60000150,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2025-11-05,2026-10-31,Yes,Active,1,2735.83,2735.83,District IT,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
60000151,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2025-05-29,2026-05-24,Yes,Active,1510,3.21,4847.1,IT / Security,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
60000152,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2022-02-19,2025-02-03,Yes,Expired,121,14.26,1725.46,School IT,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
60000153,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2022-12-23,2023-12-18,Yes,Expired,735,19.72,14494.2,IT / Security,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
60000154,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2021-12-22,2024-12-06,Yes,Expired,1,8456.14,8456.14,District IT,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
60000155,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2025-06-01,2026-05-27,No,Active,150,19.18,2877.0,District IT,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
60000156,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2025-07-15,2026-07-10,No,Active,1,3867.15,3867.15,District IT,2126,St._CSD_2126,St. Lawrence-Lewis BOCES
60000157,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2024-01-23,2025-01-17,Yes,Expired,1491,8.31,12390.21,IT / Security,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
60000158,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2021-03-04,2024-02-17,Yes,Expired,183,3.74,684.42,School IT,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
60000159,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2023-12-06,2024-11-30,Yes,Expired,1141,3.32,3788.12,IT / Security,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
60000160,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2025-07-23,2028-07-07,Yes,Active,1,6788.62,6788.62,District IT,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
60000161,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2025-01-24,2026-01-19,No,Active,255,6.08,1550.4,District IT,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
60000162,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2025-11-01,2026-10-27,Yes,Active,1,11352.64,11352.64,District IT,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
60000163,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2021-10-02,2022-09-27,Yes,Expired,1491,17.39,25928.49,IT / Security,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
60000164,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2022-12-20,2025-12-04,No,Expired,121,19.06,2306.26,School IT,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
60000165,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2025-07-15,2026-07-10,No,Active,735,23.73,17441.55,IT / Security,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
60000166,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2022-08-02,2025-07-17,Yes,Expired,1,9495.19,9495.19,District IT,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
60000167,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2024-04-14,2025-04-09,Yes,Expired,89,19.34,1721.26,District IT,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
60000168,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2021-07-07,2022-07-02,Yes,Expired,1,7539.34,7539.34,District IT,2128,St._CSD_2128,St. Lawrence-Lewis BOCES
60000169,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2024-11-20,2025-11-15,Yes,Expired,2544,12.77,32486.88,IT / Security,2129,Erie_CSD_2129,Erie 1 BOCES
60000170,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2022-08-07,2025-07-22,No,Expired,200,14.01,2802.0,School IT,2129,Erie_CSD_2129,Erie 1 BOCES
60000171,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2021-02-14,2022-02-09,No,Expired,1246,8.26,10291.96,IT / Security,2129,Erie_CSD_2129,Erie 1 BOCES
60000172,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2021-06-20,2024-06-04,No,Expired,1,3552.43,3552.43,District IT,2129,Erie_CSD_2129,Erie 1 BOCES
60000173,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2021-04-19,2022-04-14,Yes,Expired,185,5.73,1060.05,District IT,2129,Erie_CSD_2129,Erie 1 BOCES
60000174,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2021-04-11,2022-04-06,Yes,Expired,1,5372.79,5372.79,District IT,2129,Erie_CSD_2129,Erie 1 BOCES
60000175,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2022-10-26,2023-10-21,Yes,Expired,1199,14.67,17589.33,IT / Security,2130,Erie_CSD_2130,Erie 1 BOCES
60000176,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2025-03-24,2028-03-08,Yes,Active,114,8.86,1010.04,School IT,2130,Erie_CSD_2130,Erie 1 BOCES
60000177,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2025-02-27,2026-02-22,Yes,Active,693,7.72,5349.96,IT / Security,2130,Erie_CSD_2130,Erie 1 BOCES
60000178,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2022-04-05,2025-03-20,Yes,Expired,1,9614.81,9614.81,District IT,2130,Erie_CSD_2130,Erie 1 BOCES
60000179,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2025-12-09,2026-12-04,Yes,Active,159,6.96,1106.64,District IT,2130,Erie_CSD_2130,Erie 1 BOCES
60000180,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2021-08-07,2022-08-02,No,Expired,1,5669.71,5669.71,District IT,2130,Erie_CSD_2130,Erie 1 BOCES
60000181,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2025-07-13,2026-07-08,Yes,Active,1546,11.07,17114.22,IT / Security,2131,Erie_CSD_2131,Erie 1 BOCES
60000182,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2021-09-02,2024-08-17,Yes,Expired,150,3.35,502.5,School IT,2131,Erie_CSD_2131,Erie 1 BOCES
60000183,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2021-04-06,2022-04-01,Yes,Expired,903,6.46,5833.38,IT / Security,2131,Erie_CSD_2131,Erie 1 BOCES
60000184,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2024-11-28,2027-11-13,Yes,Active,1,4922.33,4922.33,District IT,2131,Erie_CSD_2131,Erie 1 BOCES
60000185,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2024-10-19,2025-10-14,Yes,Expired,159,22.96,3650.64,District IT,2131,Erie_CSD_2131,Erie 1 BOCES
60000186,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2025-12-15,2026-12-10,No,Active,1,6838.97,6838.97,District IT,2131,Erie_CSD_2131,Erie 1 BOCES
60000187,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2021-03-13,2022-03-08,Yes,Expired,1102,16.93,18656.86,IT / Security,2132,Erie_CSD_2132,Erie 1 BOCES
60000188,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2025-09-20,2028-09-04,Yes,Active,114,7.54,859.56,School IT,2132,Erie_CSD_2132,Erie 1 BOCES
60000189,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2024-07-12,2025-07-07,Yes,Expired,693,10.18,7054.74,IT / Security,2132,Erie_CSD_2132,Erie 1 BOCES
60000190,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2022-06-30,2025-06-14,No,Expired,1,4782.23,4782.23,District IT,2132,Erie_CSD_2132,Erie 1 BOCES
60000191,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2025-12-13,2026-12-08,Yes,Active,100,9.17,917.0,District IT,2132,Erie_CSD_2132,Erie 1 BOCES
60000192,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2025-10-30,2026-10-25,Yes,Active,1,11596.59,11596.59,District IT,2132,Erie_CSD_2132,Erie 1 BOCES
