PO_ID,PO_Number,PO_Date,Vendor_Name,Funding_Source,District_ID,District_Name,BOCES_Region
91000245,PO-132031,2022-01-08,Ingram Micro,General Fund,2113,Questar_CSD_2113,Questar III BOCES
91000246,PO-684048,2022-04-17,CDW-G,General Fund,2113,Questar_CSD_2113,Questar III BOCES
91000247,PO-690435,2022-07-20,CDW-G,General Fund,2113,Questar_CSD_2113,Questar III BOCES
91000248,PO-421658,2022-10-21,SHI,General Fund,2113,Questar_CSD_2113,Questar III BOCES
91000249,PO-994078,2023-01-15,CDW-G,General Fund,2113,Questar_CSD_2113,Questar III BOCES
91000250,PO-488214,2023-04-09,Apple Education,General Fund,2113,Questar_CSD_2113,Questar III BOCES
91000251,PO-840909,2023-07-01,Connection,General Fund,2113,Questar_CSD_2113,Questar III BOCES
91000252,PO-506073,2023-10-19,CDW-G,E-Rate,2113,Questar_CSD_2113,Questar III BOCES
91000253,PO-433101,2024-01-25,Ingram Micro,General Fund,2113,Questar_CSD_2113,Questar III BOCES
91000254,PO-623598,2024-04-25,Ingram Micro,E-Rate,2113,Questar_CSD_2113,Questar III BOCES
91000255,PO-271827,2024-07-21,SHI,General Fund,2113,Questar_CSD_2113,Questar III BOCES
91000256,PO-643277,2024-10-23,CDW-G,General Fund,2113,Questar_CSD_2113,Questar III BOCES
91000257,PO-362492,2025-01-24,SHI,Federal Program,2113,Questar_CSD_2113,Questar III BOCES
91000258,PO-706345,2025-04-19,CDW-G,General Fund,2113,Questar_CSD_2113,Questar III BOCES
91000259,PO-532336,2025-07-20,SHI,E-Rate,2113,Questar_CSD_2113,Questar III BOCES
91000260,PO-311308,2025-10-25,CDW-G,Federal Program,2113,Questar_CSD_2113,Questar III BOCES
91000261,PO-656646,2021-01-25,SHI,General Fund,2114,Questar_CSD_2114,Questar III BOCES
91000262,PO-519440,2021-04-20,SHI,E-Rate,2114,Questar_CSD_2114,Questar III BOCES
91000263,PO-581562,2021-07-19,CDW-G,General Fund,2114,Questar_CSD_2114,Questar III BOCES
91000264,PO-749972,2021-10-16,Apple Education,General Fund,2114,Questar_CSD_2114,Questar III BOCES
91000265,PO-694945,2022-01-19,Ingram Micro,Federal Program,2114,Questar_CSD_2114,Questar III BOCES
91000266,PO-232392,2022-04-20,SHI,Grant,2114,Questar_CSD_2114,Questar III BOCES
91000267,PO-775046,2022-07-13,SHI,General Fund,2114,Questar_CSD_2114,Questar III BOCES
91000268,PO-639172,2022-10-13,CDW-G,General Fund,2114,Questar_CSD_2114,Questar III BOCES
91000269,PO-919041,2023-01-02,Connection,General Fund,2114,Questar_CSD_2114,Questar III BOCES
91000270,PO-119410,2023-04-23,Ingram Micro,Federal Program,2114,Questar_CSD_2114,Questar III BOCES
91000271,PO-168490,2023-07-04,Connection,Federal Program,2114,Questar_CSD_2114,Questar III BOCES
91000272,PO-906419,2023-10-25,CDW-G,General Fund,2114,Questar_CSD_2114,Questar III BOCES
91000273,PO-704538,2024-01-06,Ingram Micro,General Fund,2114,Questar_CSD_2114,Questar III BOCES
91000274,PO-324994,2024-04-12,Ingram Micro,General Fund,2114,Questar_CSD_2114,Questar III BOCES
91000275,PO-478400,2024-07-07,CDW-G,E-Rate,2114,Questar_CSD_2114,Questar III BOCES
91000276,PO-738327,2024-10-17,CDW-G,E-Rate,2114,Questar_CSD_2114,Questar III BOCES
91000277,PO-963428,2025-01-12,CDW-G,Federal Program,2114,Questar_CSD_2114,Questar III BOCES
91000278,PO-805207,2025-04-22,CDW-G,General Fund,2114,Questar_CSD_2114,Questar III BOCES
91000279,PO-731303,2025-07-06,CDW-G,General Fund,2114,Questar_CSD_2114,Questar III BOCES
91000280,PO-706819,2025-10-21,Apple Education,Federal Program,2114,Questar_CSD_2114,Questar III BOCES
91000281,PO-107433,2021-01-05,SHI,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000282,PO-557514,2021-04-05,SHI,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000283,PO-505943,2021-07-04,CDW-G,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000284,PO-833028,2021-10-15,CDW-G,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000285,PO-476863,2022-01-15,Connection,E-Rate,2115,Questar_CSD_2115,Questar III BOCES
91000286,PO-540150,2022-04-19,SHI,E-Rate,2115,Questar_CSD_2115,Questar III BOCES
91000287,PO-104978,2022-07-03,Ingram Micro,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000288,PO-131331,2022-10-12,CDW-G,Grant,2115,Questar_CSD_2115,Questar III BOCES
91000289,PO-429818,2023-01-20,CDW-G,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000290,PO-530344,2023-04-07,Apple Education,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000291,PO-576881,2023-07-14,CDW-G,Grant,2115,Questar_CSD_2115,Questar III BOCES
91000292,PO-900596,2023-10-14,SHI,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000293,PO-462838,2024-01-13,CDW-G,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000294,PO-806383,2024-04-22,Connection,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000295,PO-812735,2024-07-07,SHI,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000296,PO-448976,2024-10-25,Ingram Micro,Grant,2115,Questar_CSD_2115,Questar III BOCES
91000297,PO-268847,2025-01-03,CDW-G,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000298,PO-291112,2025-04-13,CDW-G,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000299,PO-301694,2025-07-17,SHI,Grant,2115,Questar_CSD_2115,Questar III BOCES
91000300,PO-403773,2025-10-24,CDW-G,General Fund,2115,Questar_CSD_2115,Questar III BOCES
91000301,PO-485276,2021-01-20,Ingram Micro,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000302,PO-835425,2021-04-12,Apple Education,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000303,PO-261470,2021-07-10,Connection,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000304,PO-166607,2021-10-13,Ingram Micro,Grant,2116,Questar_CSD_2116,Questar III BOCES
91000305,PO-396698,2022-01-03,Ingram Micro,E-Rate,2116,Questar_CSD_2116,Questar III BOCES
91000306,PO-101495,2022-04-17,Connection,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000307,PO-416813,2022-07-13,CDW-G,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000308,PO-486161,2022-10-21,CDW-G,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000309,PO-737756,2023-01-15,Connection,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000310,PO-651432,2023-04-01,SHI,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000311,PO-977181,2023-07-21,Apple Education,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000312,PO-269792,2023-10-17,Connection,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000313,PO-677783,2024-01-21,CDW-G,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000314,PO-985475,2024-04-01,Ingram Micro,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000315,PO-146682,2024-07-20,SHI,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000316,PO-539053,2024-10-05,SHI,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000317,PO-701495,2025-01-14,Connection,Grant,2116,Questar_CSD_2116,Questar III BOCES
91000318,PO-406007,2025-04-21,SHI,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000319,PO-715081,2025-07-13,Ingram Micro,General Fund,2116,Questar_CSD_2116,Questar III BOCES
91000320,PO-556764,2025-10-12,Apple Education,Grant,2116,Questar_CSD_2116,Questar III BOCES
91000321,PO-781913,2021-01-25,Connection,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000322,PO-501694,2021-04-05,Connection,Federal Program,2117,Capital_CSD_2117,Capital Region BOCES
91000323,PO-200599,2021-07-20,SHI,Grant,2117,Capital_CSD_2117,Capital Region BOCES
91000324,PO-647964,2021-10-05,SHI,E-Rate,2117,Capital_CSD_2117,Capital Region BOCES
91000325,PO-184995,2022-01-10,Connection,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000326,PO-338160,2022-04-09,Apple Education,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000327,PO-210658,2022-07-17,CDW-G,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000328,PO-173760,2022-10-15,CDW-G,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000329,PO-948999,2023-01-05,CDW-G,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000330,PO-737121,2023-04-25,Connection,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000331,PO-268784,2023-07-24,Apple Education,E-Rate,2117,Capital_CSD_2117,Capital Region BOCES
91000332,PO-243060,2023-10-15,Apple Education,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000333,PO-193761,2024-01-17,CDW-G,E-Rate,2117,Capital_CSD_2117,Capital Region BOCES
91000334,PO-986077,2024-04-03,SHI,Grant,2117,Capital_CSD_2117,Capital Region BOCES
91000335,PO-775796,2024-07-08,CDW-G,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000336,PO-228145,2024-10-09,Apple Education,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000337,PO-997483,2025-01-10,SHI,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000338,PO-977045,2025-04-22,Connection,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000339,PO-774446,2025-07-19,CDW-G,Grant,2117,Capital_CSD_2117,Capital Region BOCES
91000340,PO-559938,2025-10-23,SHI,General Fund,2117,Capital_CSD_2117,Capital Region BOCES
91000341,PO-272135,2021-01-07,CDW-G,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000342,PO-600829,2021-04-02,CDW-G,E-Rate,2118,Capital_CSD_2118,Capital Region BOCES
91000343,PO-664042,2021-07-03,Apple Education,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000344,PO-874461,2021-10-14,CDW-G,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000345,PO-973402,2022-01-13,CDW-G,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000346,PO-256382,2022-04-25,Ingram Micro,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000347,PO-107998,2022-07-03,CDW-G,Federal Program,2118,Capital_CSD_2118,Capital Region BOCES
91000348,PO-639316,2022-10-16,Ingram Micro,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000349,PO-761137,2023-01-21,Connection,Federal Program,2118,Capital_CSD_2118,Capital Region BOCES
91000350,PO-539395,2023-04-14,Ingram Micro,Federal Program,2118,Capital_CSD_2118,Capital Region BOCES
91000351,PO-388808,2023-07-04,Ingram Micro,E-Rate,2118,Capital_CSD_2118,Capital Region BOCES
91000352,PO-395496,2023-10-14,CDW-G,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000353,PO-854381,2024-01-21,SHI,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000354,PO-418067,2024-04-17,Ingram Micro,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000355,PO-351170,2024-07-05,Apple Education,E-Rate,2118,Capital_CSD_2118,Capital Region BOCES
91000356,PO-256438,2024-10-01,Apple Education,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000357,PO-652004,2025-01-17,CDW-G,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000358,PO-720169,2025-04-15,CDW-G,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000359,PO-718537,2025-07-03,CDW-G,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000360,PO-842017,2025-10-11,Connection,General Fund,2118,Capital_CSD_2118,Capital Region BOCES
91000361,PO-169618,2021-01-25,SHI,Federal Program,2119,Capital_CSD_2119,Capital Region BOCES
91000362,PO-886009,2021-04-22,SHI,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000363,PO-226400,2021-07-02,CDW-G,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000364,PO-704590,2021-10-08,CDW-G,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000365,PO-309495,2022-01-15,Apple Education,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000366,PO-381945,2022-04-08,Connection,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000367,PO-609121,2022-07-02,CDW-G,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000368,PO-634439,2022-10-11,CDW-G,E-Rate,2119,Capital_CSD_2119,Capital Region BOCES
91000369,PO-639926,2023-01-13,Connection,Federal Program,2119,Capital_CSD_2119,Capital Region BOCES
91000370,PO-683082,2023-04-17,SHI,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000371,PO-940623,2023-07-21,Apple Education,E-Rate,2119,Capital_CSD_2119,Capital Region BOCES
91000372,PO-828742,2023-10-21,SHI,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000373,PO-729750,2024-01-11,SHI,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000374,PO-451032,2024-04-24,Connection,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000375,PO-835510,2024-07-21,CDW-G,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000376,PO-480606,2024-10-23,CDW-G,General Fund,2119,Capital_CSD_2119,Capital Region BOCES
91000377,PO-636441,2025-01-06,CDW-G,E-Rate,2119,Capital_CSD_2119,Capital Region BOCES
91000378,PO-385449,2025-04-09,Ingram Micro,E-Rate,2119,Capital_CSD_2119,Capital Region BOCES
91000379,PO-408934,2025-07-01,CDW-G,Federal Program,2119,Capital_CSD_2119,Capital Region BOCES
91000380,PO-922942,2025-10-24,CDW-G,Grant,2119,Capital_CSD_2119,Capital Region BOCES
91000381,PO-882020,2021-01-20,CDW-G,General Fund,2120,Capital_CSD_2120,Capital Region BOCES
91000382,PO-355174,2021-04-18,CDW-G,General Fund,2120,Capital_CSD_2120,Capital Region BOCES
91000383,PO-425889,2021-07-01,SHI,E-Rate,2120,Capital_CSD_2120,Capital Region BOCES
91000384,PO-754121,2021-10-17,CDW-G,E-Rate,2120,Capital_CSD_2120,Capital Region BOCES
91000385,PO-838725,2022-01-02,CDW-G,Federal Program,2120,Capital_CSD_2120,Capital Region BOCES
91000386,PO-577755,2022-04-23,Ingram Micro,General Fund,2120,Capital_CSD_2120,Capital Region BOCES
91000387,PO-692633,2022-07-22,CDW-G,General Fund,2120,Capital_CSD_2120,Capital Region BOCES
91000388,PO-281320,2022-10-16,CDW-G,General Fund,2120,Capital_CSD_2120,Capital Region BOCES
91000389,PO-323080,2023-01-23,CDW-G,Grant,2120,Capital_CSD_2120,Capital Region BOCES
91000390,PO-704584,2023-04-17,SHI,General Fund,2120,Capital_CSD_2120,Capital Region BOCES
91000391,PO-927810,2023-07-08,SHI,General Fund,2120,Capital_CSD_2120,Capital Region BOCES
91000392,PO-925620,2023-10-16,CDW-G,E-Rate,2120,Capital_CSD_2120,Capital Region BOCES
91000393,PO-960723,2024-01-15,CDW-G,Federal Program,2120,Capital_CSD_2120,Capital Region BOCES
91000394,PO-735430,2024-04-03,SHI,General Fund,2120,Capital_CSD_2120,Capital Region BOCES
91000395,PO-819400,2024-07-24,Connection,Grant,2120,Capital_CSD_2120,Capital Region BOCES
91000396,PO-144854,2024-10-02,Ingram Micro,E-Rate,2120,Capital_CSD_2120,Capital Region BOCES
91000397,PO-945625,2025-01-24,Apple Education,General Fund,2120,Capital_CSD_2120,Capital Region BOCES
91000398,PO-949031,2025-04-05,Ingram Micro,E-Rate,2120,Capital_CSD_2120,Capital Region BOCES
91000399,PO-428488,2025-07-22,Ingram Micro,Grant,2120,Capital_CSD_2120,Capital Region BOCES
91000400,PO-386393,2025-10-18,CDW-G,General Fund,2120,Capital_CSD_2120,Capital Region BOCES
91000401,PO-349915,2021-01-17,CDW-G,General Fund,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000402,PO-278739,2021-04-05,Connection,Grant,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000403,PO-389781,2021-07-01,SHI,General Fund,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000404,PO-166169,2021-10-01,CDW-G,General Fund,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000405,PO-391338,2022-01-18,SHI,E-Rate,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000406,PO-467001,2022-04-25,SHI,Federal Program,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000407,PO-831216,2022-07-09,Ingram Micro,General Fund,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000408,PO-638359,2022-10-13,Connection,General Fund,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000409,PO-759961,2023-01-18,CDW-G,General Fund,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000410,PO-130357,2023-04-09,Ingram Micro,General Fund,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000411,PO-596276,2023-07-22,Connection,E-Rate,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000412,PO-957907,2023-10-11,Apple Education,General Fund,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000413,PO-418461,2024-01-17,Apple Education,General Fund,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000414,PO-754821,2024-04-06,CDW-G,General Fund,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000415,PO-850823,2024-07-12,SHI,E-Rate,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000416,PO-790154,2024-10-12,Ingram Micro,General Fund,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000417,PO-621898,2025-01-20,SHI,Grant,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000418,PO-307927,2025-04-15,CDW-G,E-Rate,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000419,PO-983727,2025-07-09,SHI,E-Rate,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000420,PO-993413,2025-10-21,Apple Education,E-Rate,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
91000421,PO-702425,2021-01-16,Apple Education,Grant,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000422,PO-346817,2021-04-12,Apple Education,E-Rate,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000423,PO-851327,2021-07-11,CDW-G,General Fund,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000424,PO-984563,2021-10-05,CDW-G,E-Rate,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000425,PO-750662,2022-01-13,Connection,General Fund,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000426,PO-847820,2022-04-09,Connection,Grant,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000427,PO-977522,2022-07-05,SHI,Federal Program,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000428,PO-402517,2022-10-02,Connection,General Fund,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000429,PO-170016,2023-01-11,SHI,Grant,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000430,PO-549819,2023-04-13,SHI,E-Rate,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000431,PO-163644,2023-07-21,CDW-G,Grant,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000432,PO-482402,2023-10-17,Apple Education,General Fund,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000433,PO-230373,2024-01-25,SHI,E-Rate,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000434,PO-812834,2024-04-16,CDW-G,E-Rate,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000435,PO-959036,2024-07-07,CDW-G,Grant,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000436,PO-513679,2024-10-20,Ingram Micro,E-Rate,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000437,PO-100697,2025-01-08,SHI,Grant,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000438,PO-274982,2025-04-07,SHI,General Fund,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000439,PO-219454,2025-07-04,CDW-G,E-Rate,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000440,PO-409182,2025-10-25,Apple Education,General Fund,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
91000441,PO-835098,2021-01-09,Apple Education,E-Rate,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000442,PO-498264,2021-04-22,Ingram Micro,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000443,PO-569311,2021-07-03,Apple Education,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000444,PO-695209,2021-10-09,SHI,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000445,PO-221652,2022-01-20,Apple Education,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000446,PO-757403,2022-04-01,SHI,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000447,PO-226432,2022-07-05,Apple Education,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000448,PO-223948,2022-10-19,Connection,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000449,PO-197002,2023-01-12,Connection,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000450,PO-237700,2023-04-10,CDW-G,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000451,PO-277016,2023-07-04,CDW-G,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000452,PO-434948,2023-10-25,CDW-G,E-Rate,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000453,PO-184478,2024-01-13,CDW-G,Federal Program,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000454,PO-390557,2024-04-15,Connection,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000455,PO-645048,2024-07-14,CDW-G,Grant,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000456,PO-362066,2024-10-22,CDW-G,Grant,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000457,PO-395749,2025-01-25,CDW-G,Federal Program,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000458,PO-712993,2025-04-07,SHI,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000459,PO-565916,2025-07-14,Connection,General Fund,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000460,PO-855576,2025-10-14,Ingram Micro,E-Rate,2123,JeffersonLewis_CSD_2123,Jefferson-Lewis BOCES
91000461,PO-625710,2021-01-03,SHI,Federal Program,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000462,PO-530236,2021-04-12,Connection,Grant,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000463,PO-245288,2021-07-16,SHI,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000464,PO-201573,2021-10-06,Connection,E-Rate,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000465,PO-247435,2022-01-01,CDW-G,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000466,PO-462985,2022-04-05,Apple Education,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000467,PO-723674,2022-07-15,Ingram Micro,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000468,PO-778419,2022-10-25,SHI,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000469,PO-237680,2023-01-04,SHI,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000470,PO-589592,2023-04-25,Connection,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000471,PO-480841,2023-07-06,Apple Education,E-Rate,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000472,PO-212235,2023-10-07,SHI,E-Rate,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000473,PO-533167,2024-01-24,Ingram Micro,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000474,PO-946160,2024-04-25,Ingram Micro,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000475,PO-404134,2024-07-10,SHI,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000476,PO-157945,2024-10-13,SHI,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000477,PO-734415,2025-01-15,CDW-G,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000478,PO-534802,2025-04-16,SHI,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000479,PO-937351,2025-07-23,CDW-G,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000480,PO-407014,2025-10-16,CDW-G,General Fund,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES
91000481,PO-202569,2021-01-14,Connection,E-Rate,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000482,PO-670598,2021-04-12,Ingram Micro,Federal Program,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000483,PO-379032,2021-07-19,SHI,E-Rate,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000484,PO-679962,2021-10-09,Apple Education,General Fund,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000485,PO-283725,2022-01-22,Connection,General Fund,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000486,PO-501808,2022-04-24,Ingram Micro,Federal Program,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000487,PO-870898,2022-07-09,Connection,General Fund,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000488,PO-586933,2022-10-23,CDW-G,General Fund,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000489,PO-699421,2023-01-13,Apple Education,E-Rate,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000490,PO-999436,2023-04-03,Ingram Micro,E-Rate,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000491,PO-394638,2023-07-25,Connection,General Fund,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000492,PO-662554,2023-10-06,CDW-G,General Fund,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000493,PO-377463,2024-01-10,SHI,Grant,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000494,PO-839337,2024-04-07,Apple Education,General Fund,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000495,PO-157130,2024-07-10,Ingram Micro,Grant,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000496,PO-675953,2024-10-16,Connection,Federal Program,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000497,PO-447198,2025-01-02,Apple Education,General Fund,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
91000498,PO-624143,2025-04-16,SHI,General Fund,2125,St._CSD_2125,St. Lawrence-Lewis BOCES
