Classroom_ID,Room,School_ID,School_Name,District_ID,District_Name,BOCES_Region
81000485,Room 122,5112,STEM Elementary School,2104,Southern_CSD_2104,Southern Westchester BOCES
81000486,Room 123,5112,STEM Elementary School,2104,Southern_CSD_2104,Southern Westchester BOCES
81000487,Room 124,5112,STEM Elementary School,2104,Southern_CSD_2104,Southern Westchester BOCES
81000488,Room 125,5112,STEM Elementary School,2104,Southern_CSD_2104,Southern Westchester BOCES
81000489,Room 126,5112,STEM Elementary School,2104,Southern_CSD_2104,Southern Westchester BOCES
81000490,Room 127,5112,STEM Elementary School,2104,Southern_CSD_2104,Southern Westchester BOCES
81000491,Room 128,5112,STEM Elementary School,2104,Southern_CSD_2104,Southern Westchester BOCES
81000492,Room 129,5112,STEM Elementary School,2104,Southern_CSD_2104,Southern Westchester BOCES
81000493,Room 130,5112,STEM Elementary School,2104,Southern_CSD_2104,Southern Westchester BOCES
81000494,Room 101,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000495,Room 102,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000496,Room 103,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000497,Room 104,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000498,Room 105,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000499,Room 106,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000500,Room 107,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000501,Room 108,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000502,Room 109,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000503,Room 110,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000504,Room 111,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000505,Room 112,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000506,Room 113,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000507,Room 114,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000508,Room 115,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000509,Room 116,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000510,Room 117,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000511,Room 118,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000512,Room 119,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000513,Room 120,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000514,Room 121,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000515,Room 122,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000516,Room 123,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000517,Room 124,5113,Central Tech Center,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000518,Room 101,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000519,Room 102,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000520,Room 103,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000521,Room 104,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000522,Room 105,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000523,Room 106,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000524,Room 107,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000525,Room 108,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000526,Room 109,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000527,Room 110,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000528,Room 111,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000529,Room 112,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000530,Room 113,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000531,Room 114,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000532,Room 115,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000533,Room 116,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000534,Room 117,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000535,Room 118,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000536,Room 119,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000537,Room 120,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000538,Room 121,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000539,Room 122,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000540,Room 123,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000541,Room 124,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000542,Room 125,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000543,Room 126,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000544,Room 127,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000545,Room 128,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000546,Room 129,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000547,Room 130,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000548,Room 131,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000549,Room 132,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000550,Room 133,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000551,Room 134,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000552,Room 135,5114,East Elementary School,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000553,Room 101,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000554,Room 102,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000555,Room 103,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000556,Room 104,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000557,Room 105,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000558,Room 106,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000559,Room 107,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000560,Room 108,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000561,Room 109,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000562,Room 110,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000563,Room 111,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000564,Room 112,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000565,Room 113,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000566,Room 114,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000567,Room 115,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000568,Room 116,5115,STEM Admin Building,2105,Lower_CSD_2105,Lower Hudson Valley BOCES
81000569,Room 101,5116,Ridge Admin Building,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000570,Room 102,5116,Ridge Admin Building,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000571,Room 103,5116,Ridge Admin Building,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000572,Room 104,5116,Ridge Admin Building,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000573,Room 105,5116,Ridge Admin Building,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000574,Room 106,5116,Ridge Admin Building,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000575,Room 101,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000576,Room 102,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000577,Room 103,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000578,Room 104,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000579,Room 105,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000580,Room 106,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000581,Room 107,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000582,Room 108,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000583,Room 109,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000584,Room 110,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000585,Room 111,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000586,Room 112,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000587,Room 113,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000588,Room 114,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000589,Room 115,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000590,Room 116,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000591,Room 117,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000592,Room 118,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000593,Room 119,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000594,Room 120,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000595,Room 121,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000596,Room 122,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000597,Room 123,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000598,Room 124,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000599,Room 125,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000600,Room 126,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000601,Room 127,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000602,Room 128,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000603,Room 129,5117,Ridge Elementary School #1,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000604,Room 101,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000605,Room 102,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000606,Room 103,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000607,Room 104,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000608,Room 105,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000609,Room 106,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000610,Room 107,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000611,Room 108,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000612,Room 109,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000613,Room 110,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000614,Room 111,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000615,Room 112,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000616,Room 113,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000617,Room 114,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000618,Room 115,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000619,Room 116,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000620,Room 117,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000621,Room 118,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000622,Room 119,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000623,Room 120,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000624,Room 121,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000625,Room 122,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000626,Room 123,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000627,Room 124,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000628,Room 125,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000629,Room 126,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000630,Room 127,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000631,Room 128,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000632,Room 129,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000633,Room 130,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000634,Room 131,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000635,Room 132,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000636,Room 133,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000637,Room 134,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000638,Room 135,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000639,Room 136,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000640,Room 137,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000641,Room 138,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000642,Room 139,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000643,Room 140,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000644,Room 141,5118,Ridge Elementary School #2,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
81000645,Room 101,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000646,Room 102,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000647,Room 103,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000648,Room 104,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000649,Room 105,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000650,Room 106,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000651,Room 107,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000652,Room 108,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000653,Room 109,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000654,Room 110,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000655,Room 111,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000656,Room 112,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000657,Room 113,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000658,Room 114,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000659,Room 115,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000660,Room 116,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000661,Room 117,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000662,Room 118,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000663,Room 119,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000664,Room 120,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000665,Room 121,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000666,Room 122,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000667,Room 123,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000668,Room 124,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000669,Room 125,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000670,Room 126,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000671,Room 127,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000672,Room 128,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000673,Room 129,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000674,Room 130,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000675,Room 131,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000676,Room 132,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000677,Room 133,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000678,Room 134,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000679,Room 135,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000680,Room 136,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000681,Room 137,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000682,Room 138,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000683,Room 139,5119,North Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000684,Room 101,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000685,Room 102,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000686,Room 103,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000687,Room 104,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000688,Room 105,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000689,Room 106,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000690,Room 107,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000691,Room 108,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000692,Room 109,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000693,Room 110,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000694,Room 111,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000695,Room 112,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000696,Room 113,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000697,Room 114,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000698,Room 115,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000699,Room 116,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000700,Room 117,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000701,Room 118,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000702,Room 119,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000703,Room 120,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000704,Room 121,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000705,Room 122,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000706,Room 123,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000707,Room 124,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000708,Room 125,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000709,Room 126,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000710,Room 127,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000711,Room 128,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000712,Room 129,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000713,Room 130,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000714,Room 131,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000715,Room 132,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000716,Room 133,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000717,Room 134,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000718,Room 135,5120,Central Elementary School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000719,Room 101,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000720,Room 102,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000721,Room 103,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000722,Room 104,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000723,Room 105,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000724,Room 106,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000725,Room 107,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000726,Room 108,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000727,Room 109,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000728,Room 110,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000729,Room 111,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000730,Room 112,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000731,Room 113,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000732,Room 114,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000733,Room 115,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000734,Room 116,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000735,Room 117,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000736,Room 118,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000737,Room 119,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000738,Room 120,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000739,Room 121,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000740,Room 122,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000741,Room 123,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000742,Room 124,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000743,Room 125,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000744,Room 126,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000745,Room 127,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000746,Room 128,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000747,Room 129,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000748,Room 130,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000749,Room 131,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000750,Room 132,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000751,Room 133,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000752,Room 134,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000753,Room 135,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000754,Room 136,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000755,Room 137,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000756,Room 138,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000757,Room 139,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000758,Room 140,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000759,Room 141,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000760,Room 142,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000761,Room 143,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000762,Room 144,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000763,Room 145,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000764,Room 146,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000765,Room 147,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
81000766,Room 148,5121,East Middle School,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
